78.364,30.21,850
78.177,30.48,1002
77.989,30.75,1074
77.72,31.07,1100
77.558,31.33,1123
77.315,31.63,1137
77.18,31.87,1153
77.018,32.12,1166
76.774,32.38,1178
76.774,32.51,1182
76.747,32.72,1188
76.693,32.86,1197
76.203,33.29,1203
76.094,33.46,1206
76.067,33.62,1203
75.903,33.84,1218
75.685,34.06,1218
75.548,34.23,1228
75.329,34.5,1221
75.411,34.53,1247
75.301,34.77,1246
73.117,36.12,1333
67.316,39.08,1276
68.616,38.67,1293
72.082,37.04,1288
73.089,36.62,1260
73.201,36.41,1246
73.423,36.46,1222
74.145,35.81,1147
75.027,35.06,1135
75.384,34.66,1150
75.548,34.39,1151
75.685,34.18,1094
75.931,33.88,977
76.176,33.58,836
76.421,33.13,725
76.747,32.85,754
76.774,32.67,779
76.882,32.51,871
76.991,32.17,969
76.937,32.07,1014
76.828,32.18,1068
76.693,32.18,1080
76.693,32.12,1065
76.611,32.11,1081
76.448,32.17,1104
76.367,32.23,1114
76.339,32.22,1075
76.475,32.17,973
76.394,32.24,986
76.448,32.18,1041
77.18,31.65,1089
77.342,31.46,1026
77.369,31.32,942
77.18,31.5,939
77.045,31.58,961
76.964,31.61,979
76.991,31.56,982
76.937,31.54,988
76.937,31.55,1004
76.882,31.51,832
77.045,31.37,694
77.261,31.15,429
77.666,30.86,471
77.801,30.66,524
78.043,30.46,526
78.311,30.21,564
78.659,30,591
78.552,30.08,377
78.659,29.94,429
78.686,29.73,406
78.686,29.5,270
78.926,29.24,200
79.139,28.98,134
79.352,28.8,73
79.617,28.56,12
79.776,28.4,7
79.723,28.42,9
79.617,28.45,6
79.511,28.36,0
79.538,28.28,3
79.591,28.23,6
79.591,28.19,2
79.617,28.09,2
79.723,28.03,3
79.776,28.06,4
79.564,28.28,4
79.405,28.34,6
79.299,28.51,7
79.166,28.65,2
79.245,28.6,5
79.325,28.56,5
79.405,28.5,0
79.511,28.41,1
79.617,28.34,0
79.644,28.32,5
79.67,28.31,4
79.67,28.28,10
79.75,28.2,5
79.856,28.09,5
79.856,28.1,10
79.856,28.09,2
79.909,28.04,4
79.988,27.99,5
79.988,28,8
79.988,28,1
80.068,27.94,4
80.173,27.85,4
80.252,27.8,5
80.2,27.82,7
80.173,27.8,13
80.2,27.8,0
80.279,27.64,5
80.463,27.55,8
80.411,27.6,4
80.358,27.66,0
80.279,27.65,6
80.358,27.56,5
80.49,27.44,4
80.542,27.33,5
80.727,27.24,1
80.937,27.13,18
80.989,27.1,6
80.779,27.16,6
80.727,27.28,2
80.384,27.58,0
80.279,27.65,2
80.305,27.63,11
80.279,27.63,4
80.358,27.6,4
80.384,27.6,10
80.332,27.63,5
80.358,27.6,5
80.437,27.55,5
80.437,27.52,4
80.516,27.48,8
80.542,27.42,96
80.542,27.42,180
80.516,27.45,309
80.49,27.49,499
80.411,27.56,513
80.411,27.6,632
80.358,27.65,760
80.305,27.72,953
80.252,27.82,1041
80.147,27.97,1109
80.041,28.11,1136
79.829,28.33,1157
79.697,28.54,1186
79.458,28.74,1190
79.432,28.9,1222
79.166,29.18,1220
78.952,29.48,1224
78.739,29.69,1230
78.445,30.03,1233
78.257,30.28,1248
77.558,30.83,1247
77.369,31.06,1243
77.261,31.33,1257
77.153,31.58,1248
76.882,31.89,1259
76.882,31.96,1263
76.258,32.52,1272
76.339,32.51,1240
76.991,32.04,1249
76.855,32.32,1248
76.503,32.36,1248
76.149,32.65,1337
74.807,33.48,1251
75.301,33.25,1288
75.63,33.23,1271
75.438,33.42,1256
75.356,33.52,1255
75.329,33.71,1249
75.054,33.88,1247
74.917,33.91,1251
74.944,33.97,1253
74.393,34.32,1245
73.701,34.52,1242
73.868,34.5,1242
73.368,34.68,1243
73.618,34.7,1247
73.423,34.83,1239
72.699,35.39,1236
72.643,35.54,1225
72.671,35.45,1249
72.838,35.37,1243
72.95,35.37,1231
72.643,35.54,1231
72.559,35.56,1235
72.391,35.5,1234
72.307,35.53,1237
72.363,35.6,1235
72.11,35.76,1238
71.97,35.86,1236
71.97,35.82,1232
71.97,35.75,1241
71.407,35.62,1225
72.419,34.55,1086
73.674,33.24,1114
74.421,32.28,1108
74.834,31.77,1110
75.054,31.5,1105
75.192,31.46,1101
75.192,31.45,1098
75.027,31.56,1103
74.972,31.6,1099
74.999,31.55,1088
74.999,31.52,1087
75.082,31.45,1082
74.999,31.47,1017
75.164,31.36,990
75.027,31.44,1063
75.109,31.49,1232
74.944,31.68,1116
74.779,31.71,1004
74.779,31.7,796
74.944,31.51,550
75.137,31.31,198
75.219,31.24,73
75.356,31.12,22
75.52,30.96,8
75.767,30.81,3
75.794,30.73,15
75.821,30.67,5
75.849,30.67,5
75.849,30.59,0
75.876,30.52,10
75.903,30.44,4
76.012,30.34,0
76.149,30.27,0
76.203,30.2,4
76.285,30.12,1
76.285,30.06,5
76.339,30.01,4
76.367,29.95,5
76.339,29.93,4
76.421,29.89,4
76.503,29.85,5
76.774,29.73,6
76.882,29.66,0
76.937,29.63,5
77.018,29.57,4
77.045,29.52,1
77.234,29.43,0
77.342,29.38,1
77.423,29.31,4
77.477,29.21,4
77.612,29.18,4
77.639,29.16,5
77.693,29.17,2
77.72,29.18,4
77.72,29.21,5
77.747,29.22,0
77.693,29.24,2
77.747,29.22,5
77.747,29.19,4
77.801,29.15,2
78.016,29.07,1
78.016,29.07,5
78.177,28.99,5
78.177,29.04,5
78.204,29.01,6
78.284,28.97,5
78.338,28.87,4
78.472,28.83,3
78.525,28.81,5
78.552,28.82,4
78.579,28.79,5
78.605,28.72,11
78.659,28.67,5
78.739,28.6,3
78.819,28.5,11
78.846,28.48,4
79.006,28.42,6
79.139,28.39,5
79.139,28.39,5
79.112,28.36,5
79.192,28.3,4
79.299,28.29,8
79.352,28.31,21
79.325,28.29,54
79.299,28.31,121
79.458,28.26,210
79.378,28.35,338
79.352,28.44,447
79.245,28.54,596
79.192,28.62,730
79.112,28.81,895
79.032,28.97,1009
78.846,29.27,1077
78.23,29.79,1113
78.043,30.06,1132
77.693,30.44,1133
77.585,30.67,1161
77.369,30.94,1170
77.18,31.24,1180
76.964,31.48,1188
76.828,31.72,1198
76.584,32.02,1214
75.794,32.64,1213
75.739,32.78,1220
75.794,32.92,1221
75.63,33.18,1225
75.274,33.56,1227
75.137,33.71,1234
74.531,34.24,1242
74.393,34.5,1264
74.2,34.73,1260
71.942,36.32,1340
68.616,38.22,1287
71.012,36.93,1243
71.97,36.23,1235
73.618,35.23,1213
73.479,35.38,1229
73.396,35.41,1178
73.646,35.27,1242
72.866,35.75,1247
72.531,35.86,1239
72.139,36.06,1241
72.167,36.26,1251
71.294,36.68,1237
70.813,36.97,1233
70.558,36.95,1222
70.558,37.04,1236
70.075,37.13,1228
69.99,37.2,1236
69.218,37.68,1229
68.903,37.86,1231
69.505,37.54,1245
69.476,37.56,1231
69.39,37.38,1241
69.447,37.33,1193
70.16,36.83,1206
70.16,36.8,1213
69.676,37.24,1236
69.619,37.07,1244
69.247,37.31,1244
69.132,37.39,1249
69.104,37.44,1239
69.104,37.32,1226
69.247,37.11,1215
69.676,36.79,1197
69.619,36.8,1239
69.476,36.92,1227
69.419,36.9,1247
69.419,36.92,1224
69.533,36.82,1227
69.59,36.77,1221
69.647,36.75,1219
69.619,36.75,1214
69.533,36.66,1220
69.704,36.54,1190
69.79,36.45,1185
69.876,36.26,1159
70.16,35.94,1153
70.502,35.6,1053
70.842,35.29,1101
70.927,35.17,1086
71.012,35.03,991
71.153,34.87,968
71.407,34.64,484
71.576,34.43,342
71.858,34.16,70
72.167,33.85,47
72.167,33.74,6
72.251,33.59,6
72.447,33.36,2
72.671,33.12,5
72.838,32.95,4
72.866,32.89,4
72.922,32.88,6
72.81,32.91,5
72.782,32.98,4
72.671,33.02,0
72.615,33.07,5
72.727,32.99,11
72.727,32.95,0
72.838,32.84,4
72.978,32.72,5
73.089,32.62,5
73.201,32.51,4
73.284,32.41,8
73.34,32.3,4
73.423,32.2,5
73.507,32.11,6
73.618,32.03,5
73.646,31.96,0
73.729,31.86,3
73.784,31.81,3
73.84,31.74,2
73.923,31.69,12
73.951,31.64,5
74.034,31.58,5
74.089,31.52,4
74.172,31.46,5
74.283,31.36,0
74.393,31.26,6
74.448,31.23,5
74.504,31.16,5
74.531,31.13,5
74.559,31.12,5
74.586,31.11,5
74.641,30.99,5
74.917,30.81,2
74.972,30.75,7
75.192,30.61,4
75.301,30.54,5
75.164,30.63,7
75.082,30.68,7
75.027,30.7,8
75.054,30.66,4
75.137,30.63,5
75.219,30.56,6
75.274,30.46,11
75.384,30.28,9
75.657,30.1,4
75.767,30,6
75.876,29.97,18
75.876,30,0
75.849,30.02,12
75.821,30.02,5
75.849,30,4
75.903,29.97,7
76.012,29.84,22
76.094,29.73,42
76.121,29.72,108
76.149,29.67,188
76.285,29.63,299
76.285,29.64,416
76.312,29.7,553
76.203,29.82,716
76.176,29.95,863
75.985,30.19,1007
75.849,30.42,1077
75.575,30.72,1101
75.548,30.82,1131
75.466,31.02,1149
75.329,31.16,1164
75.192,31.37,1178
74.999,31.58,1187
74.862,31.8,1194
74.614,31.99,1203
74.366,32.26,1209
73.868,32.64,1216
73.895,32.72,1222
73.757,32.9,1227
73.59,33.12,1231
73.396,33.31,1233
73.201,33.5,1239
72.95,33.74,1239
73.006,33.76,1252
72.81,33.97,1255
71.492,34.88,1325
70.132,35.79,1334
68.96,36.4,1283
69.819,35.96,1250
70.587,35.5,1288
71.096,35.29,1253
70.757,35.54,1252
70.587,35.69,1252
70.16,35.95,1249
69.961,36.06,1245
69.79,36.2,1254
69.619,36.4,1251
69.704,36.34,1248
68.989,36.81,1248
68.989,36.85,1249
68.96,36.79,1255
68.817,36.84,1256
68.989,36.79,1255
68.817,36.91,1257
68.616,37.04,1264
68.529,36.97,1273
69.104,36.52,1187
69.476,35.51,1109
70.303,34.64,1075
70.955,33.99,1087
71.351,33.57,1090
71.717,33.06,1069
71.942,32.59,1090
72.026,32.39,1113
71.998,32.33,1141
71.97,32.25,1159
71.858,32.34,1168
71.633,32.44,1168
71.435,32.62,1165
71.322,32.67,1154
71.379,32.66,1154
71.435,32.66,1166
71.068,32.9,1202
70.813,33.15,1236
70.445,33.44,1256
70.331,33.67,1227
70.217,33.89,1212
70.132,34.02,1232
70.217,33.99,1189
70.445,33.84,1117
70.672,33.7,1131
70.927,33.47,1051
71.125,33.23,893
71.322,33.01,701
71.52,32.84,550
71.604,32.71,420
71.661,32.6,273
71.689,32.57,144
71.717,32.55,67
71.914,32.31,19
72.11,32.05,17
72.363,31.74,6
72.559,31.52,0
72.615,31.42,6
72.699,31.26,5
72.755,31.19,13
72.81,31.09,5
72.894,30.93,3
72.978,30.86,5
73.006,30.76,5
73.117,30.68,6
73.173,30.58,17
73.173,30.55,0
73.201,30.5,5
73.257,30.44,10
73.34,30.37,4
73.368,30.34,4
73.396,30.34,0
73.312,30.45,5
73.34,30.44,2
73.368,30.41,5
73.396,30.34,5
73.368,30.32,7
73.368,30.24,4
73.535,30.06,10
73.535,30.05,4
73.479,30.05,5
73.479,30.02,0
73.59,29.88,0
73.646,29.76,4
73.757,29.65,4
73.812,29.58,28
73.923,29.52,5
73.701,29.65,5
73.646,29.64,5
73.729,29.55,11
73.868,29.44,4
73.784,29.52,5
73.812,29.51,0
73.84,29.52,7
73.923,29.47,4
74.006,29.36,4
74.145,29.24,4
74.31,29.16,5
74.283,29.25,4
74.255,29.3,4
74.31,29.32,0
74.366,29.32,7
74.448,29.26,6
74.586,29.19,1
74.697,29.08,16
74.834,28.99,4
74.972,28.93,6
74.999,28.93,5
75.082,28.87,1
75.137,28.84,6
75.246,28.8,8
75.274,28.78,4
75.356,28.76,2
75.411,28.76,2
75.493,28.75,18
75.575,28.74,38
75.603,28.75,85
75.63,28.74,161
75.685,28.77,310
75.63,28.82,485
75.575,28.9,537
75.603,28.95,530
75.52,29.09,816
75.356,29.3,831
75.301,29.45,868
75.246,29.66,1031
75.109,29.94,1101
74.917,30.25,1138
74.724,30.56,1162
74.586,30.82,1156
74.531,31.07,1185
74.366,31.33,1198
74.31,31.58,1206
74.145,31.85,1225
73.923,32.08,1228
73.674,32.39,1230
73.535,32.64,1228
73.535,32.81,1230
73.34,33.07,1237
73.368,33.21,1236
72.838,33.62,1235
72.95,33.69,1258
72.615,34.02,1257
71.096,35.24,1331
68.846,36.51,1272
68.501,36.82,1283
69.046,36.55,1267
70.331,35.98,1212
70.842,35.66,1212
71.096,35.47,1219
71.153,35.49,1210
71.773,34.96,1198
72.026,34.63,1178
72.503,34.21,1154
72.81,33.35,1188
76.339,29.75,1151
77.962,28.18,1116
78.739,27.5,1121
78.043,27.72,960
78.284,27.62,1113
77.989,27.78,1150
78.15,27.6,1164
78.123,27.73,1139
77.774,28.12,1172
77.45,28.45,1189
77.153,28.75,1192
76.991,28.92,1199
76.855,29.14,1168
76.665,29.38,1165
76.611,29.52,1173
76.53,29.68,1165
76.421,29.88,1189
76.23,30.14,1192
76.067,30.42,1205
75.685,30.87,1244
75.246,31.35,1237
74.834,31.83,1232
74.504,32.22,1243
74.366,32.52,1246
74.089,32.86,1219
74.145,32.94,1223
74.089,33.09,1232
73.895,33.31,1232
73.701,33.54,1227
73.895,33.47,1199
74.034,33.4,1223
74.145,33.39,1214
73.895,33.64,1220
73.784,33.7,1068
74.227,33.36,639
74.586,33,381
74.999,32.64,286
75.192,32.47,349
75.192,32.47,349
75.137,32.4,313
75.246,32.26,325
75.411,31.88,137
75.958,31.01,91
76.503,30.32,35
76.665,30.13,15
76.693,29.96,10
76.584,29.97,5
76.584,29.88,4
76.584,29.78,0
76.53,29.73,4
76.503,29.67,4
76.53,29.6,4
76.557,29.5,3
76.611,29.4,4
76.638,29.37,5
76.665,29.41,4
76.801,29.13,6
77.666,28.38,20
78.096,27.99,5
78.686,27.45,5
78.846,27.37,5
78.712,27.4,0
78.552,27.48,7
78.498,27.54,3
78.364,27.59,10
78.498,27.47,4
78.498,27.43,3
78.552,27.36,4
78.686,27.3,10
78.739,27.26,5
78.686,27.32,2
78.686,27.32,4
78.712,27.33,4
78.712,27.29,4
78.766,27.19,10
78.899,27.05,4
79.006,26.99,0
79.032,27.05,4
78.979,27.11,0
78.819,27.22,4
78.926,27.2,4
78.872,27.27,4
78.872,27.34,0
78.819,27.42,5
78.792,27.44,4
78.846,27.42,4
78.819,27.41,4
78.926,27.31,1
78.926,27.32,3
78.872,27.31,4
78.926,27.23,2
79.032,27.15,1
79.059,27.19,4
78.926,27.34,4
78.872,27.32,3
78.979,27.28,5
79.086,27.16,4
79.139,27.07,4
79.192,27.02,23
79.272,26.98,5
79.299,26.98,7
79.299,26.98,2
79.432,26.88,4
79.458,26.84,11
79.458,26.83,18
79.511,26.79,47
79.538,26.81,102
79.485,26.85,185
79.458,26.9,294
79.432,26.92,433
79.405,27.02,602
79.245,27.2,764
79.139,27.43,909
78.926,27.67,1064
78.819,27.86,1081
78.632,28.06,1129
78.605,28.2,1157
78.445,28.43,1167
78.257,28.67,1179
78.016,28.91,1195
77.935,29.09,1221
77.747,29.3,1204
77.854,29.43,1236
77.639,29.64,1230
77.423,29.96,1253
76.828,30.42,1228
76.991,30.44,1251
76.72,30.77,1252
76.638,30.88,1249
76.312,31.27,1246
76.067,31.57,1271
75.849,31.8,1276
75.63,32.01,1273
74.586,32.86,1308
73.868,33.56,1334
72.587,34.16,1307
73.117,33.88,1290
73.812,33.72,1272
73.701,33.92,1272
73.978,33.63,1246
74.145,33.72,1286
73.978,33.73,1262
73.507,34.1,1285
73.812,33.78,1225
73.84,34.02,1286
73.423,34.09,1265
73.701,33.71,1184
74.338,33.42,1288
73.284,34.13,1281
72.755,34.48,1207
73.674,33.83,1219
73.757,33.74,1181
74.006,33.48,1170
74.2,33.29,1236
73.562,33.85,1253
73.089,34.02,1214
72.755,34.46,1247
72.11,34.81,1262
71.407,35.3,1256
71.858,35.08,1255
71.379,35.46,1251
70.927,35.86,1251
71.209,35.63,1244
71.351,35.48,1245
71.125,35.72,1236
71.209,35.65,1242
71.125,35.7,1221
71.492,35.4,1233
71.773,35.16,1235
71.463,35.29,1214
71.52,35.21,1209
71.52,35.1,1201
71.492,35,1194
71.435,34.95,1186
71.379,34.83,1180
71.351,34.72,1175
71.351,34.6,1240
71.576,34.55,1217
72.026,34.01,975
72.727,33.36,1111
73.034,33.13,1155
72.978,33.04,1121
73.062,32.89,1157
73.145,32.72,1023
73.229,32.53,811
73.312,32.36,467
73.451,32.18,171
73.507,32.06,64
73.618,31.91,25
73.729,31.75,6
73.812,31.66,2
73.784,31.63,5
73.868,31.54,5
73.978,31.44,4
74.034,31.32,5
74.145,31.23,9
74.2,31.16,5
74.255,31.07,5
74.393,30.94,3
74.393,30.92,5
74.504,30.74,8
74.669,30.53,12
74.724,30.54,5
74.724,30.48,7
74.697,30.51,5
74.669,30.54,4
74.641,30.57,5
74.669,30.56,9
74.724,30.52,19
74.807,30.47,5
74.917,30.41,5
74.999,30.39,3
75.054,30.36,6
75.137,30.3,4
75.192,30.24,0
75.301,30.18,4
75.384,30.12,0
75.466,30.04,9
75.603,29.94,0
75.685,29.86,4
75.794,29.76,5
75.958,29.62,4
76.067,29.52,4
76.121,29.47,4
76.203,29.39,6
76.258,29.37,5
76.312,29.32,5
76.448,29.18,5
76.53,29.05,0
76.584,29.02,5
76.557,29.03,5
76.53,29.01,5
76.557,28.95,4
76.638,28.87,7
76.72,28.77,0
76.747,28.68,3
76.801,28.64,0
76.855,28.58,4
76.855,28.55,5
76.937,28.48,5
77.072,28.38,1
77.18,28.28,5
77.234,28.21,4
77.342,28.16,5
77.315,28.17,4
77.342,28.13,5
77.261,28.23,6
77.315,28.16,3
77.396,28.1,22
77.423,28.06,40
77.531,27.96,125
77.531,28.02,208
77.477,28.04,314
77.531,28.04,384
77.504,28.14,492
77.315,28.36,512
77.261,28.49,677
77.126,28.68,1115
76.991,28.86,963
76.937,28.95,1176
76.747,29.18,1133
76.774,29.27,1143
76.747,29.36,1158
76.693,29.48,1170
76.53,29.64,1179
76.339,29.86,1189
76.067,30.12,1185
75.794,30.36,1213
75.63,30.58,1224
73.145,31.96,1216
74.366,31.45,1221
74.559,31.48,1225
74.2,31.81,1246
73.895,32.16,1261
73.674,32.24,1195
73.784,32.35,1267
73.34,32.5,1191
73.729,32.26,1201
73.618,32.32,1192
73.923,32.04,1175
74.283,31.79,1203
74.31,31.76,1215
73.618,32.38,1269
72.866,32.94,1288
72.363,33.38,1198
71.773,33.93,1206
72.559,33.31,1163
73.229,32.75,1172
72.894,33.23,1270
71.435,34.14,1274
69.99,35.02,1255
71.689,33.84,1130
72.95,32.96,1113
73.312,32.72,1194
72.95,33.08,1272
70.757,34.44,1261
70.53,34.85,1272
70.615,35.04,1274
70.785,34.8,1212
71.294,34.56,1231
71.52,34.29,1167
72.082,33.84,1175
72.026,34,1257
70.927,34.64,1189
71.181,34.46,1197
70.87,34.75,1205
70.728,34.99,1234
69.819,35.66,1253
69.933,35.69,1229
70.132,35.61,1237
70.075,35.68,1236
69.933,35.79,1240
69.819,35.87,1233
69.762,35.95,1230
69.933,35.69,1223
70.388,35.11,1176
70.813,34.76,1203
71.04,34.42,1151
71.294,34.21,1211
71.125,34.27,1204
71.153,34.16,1162
71.492,33.82,1189
71.379,33.82,1182
71.548,33.64,1163
71.548,33.7,1137
71.576,33.51,1091
71.745,33.3,1052
71.858,33.12,955
71.998,32.94,651
72.167,32.73,369
72.363,32.52,174
72.391,32.41,84
72.475,32.3,17
72.447,32.19,5
72.503,32.08,4
72.559,31.93,4
72.643,31.81,0
72.727,31.64,5
72.838,31.56,1
72.782,31.54,5
72.866,31.42,3
73.006,31.27,5
73.034,31.19,5
73.034,31.14,5
73.117,31,5
73.312,30.77,5
73.396,30.62,4
73.535,30.45,4
73.562,30.49,3
73.535,30.47,5
73.59,30.42,2
73.701,30.3,5
73.729,30.19,4
73.923,29.99,0
74.117,29.84,5
74.145,29.81,5
74.006,29.9,5
74.089,29.88,4
74.062,29.81,6
74.255,29.58,11
74.421,29.42,4
74.669,29.28,8
74.724,29.2,6
74.862,29.08,6
74.917,29.04,11
74.807,29.08,5
74.807,29,3
74.917,28.87,4
75.082,28.76,5
75.164,28.66,2
75.274,28.58,5
75.329,28.5,6
75.329,28.5,0
75.329,28.44,5
75.411,28.34,4
75.52,28.27,0
75.603,28.2,4
75.575,28.21,10
75.603,28.16,5
75.603,28.11,2
75.739,28.04,6
75.739,28.04,4
75.794,27.99,6
75.849,27.92,5
75.903,27.84,0
75.931,27.79,2
76.04,27.73,4
76.121,27.65,4
76.203,27.58,5
76.312,27.5,3
76.285,27.43,4
76.394,27.32,6
76.475,27.21,15
76.584,27.09,45
76.747,27.09,106
76.747,27.14,175
76.638,27.18,235
76.584,27.28,302
76.557,27.37,362
76.503,27.54,459
76.312,27.82,639
76.094,28.06,927
75.903,28.36,1063
75.575,28.69,1095
75.52,28.88,728
75.493,29.06,1160
75.274,29.3,1139
75.219,29.5,1175
75.054,29.72,1191
74.972,29.87,1205
74.807,30.08,1193
74.531,30.45,1239
73.951,30.95,1238
71.801,32.09,1179
73.173,31.72,1255
73.201,31.96,1248
73.257,31.92,1211
73.59,31.81,1264
73.145,32.29,1268
72.81,32.46,1275
73.062,32.43,1222
73.229,32.26,1215
73.618,31.94,1204
73.145,32.27,1229
73.368,32.06,1164
73.618,31.9,1192
73.229,32.23,1241
71.97,33.25,1243
71.379,33.84,1268
70.87,34.33,1194
71.745,33.76,1237
71.322,34.08,1206
71.745,33.93,1295
70.983,34.19,1241
71.351,33.91,1219
70.7,34.6,1235
70.757,34.44,1057
72.082,33.5,1215
71.096,34.36,1240
70.785,34.69,1258
70.842,34.69,1241
70.132,35.2,1288
69.819,35.58,1271
69.99,35.52,1231
70.672,34.96,1225
71.153,34.45,1255
71.351,34.16,1127
71.858,33.65,1140
72.082,33.42,1186
71.998,33.44,1203
71.717,33.63,1217
71.689,33.57,1135
71.604,33.78,1245
70.587,34.6,1210
71.068,34.12,1198
71.012,34.26,1212
70.842,34.5,1245
70.983,34.23,1171
71.096,34.16,1182
71.492,33.76,1223
71.322,33.89,1210
71.153,33.98,1208
71.04,34.04,1215
70.87,34.1,1199
71.238,33.77,1147
71.576,33.47,1128
71.576,33.41,1165
71.773,33.19,1082
72.026,32.87,975
72.195,32.71,974
72.251,32.54,837
72.475,32.27,834
72.559,32.14,702
72.671,31.98,407
72.782,31.79,243
72.95,31.62,116
73.062,31.49,58
73.173,31.36,6
73.173,31.36,6
73.229,31.24,8
73.312,31.16,6
73.423,31.05,5
73.507,30.97,14
73.562,30.9,0
73.618,30.87,4
73.674,30.8,1
73.757,30.7,8
73.84,30.63,5
73.923,30.55,4
73.978,30.48,3
74.034,30.43,5
74.089,30.39,2
74.117,30.36,8
74.227,30.27,4
74.31,30.19,4
74.421,30.07,8
74.504,29.97,5
74.614,29.9,10
74.697,29.82,4
74.752,29.77,3
74.807,29.72,5
74.834,29.66,10
74.862,29.62,4
74.972,29.56,4
74.999,29.52,5
75.027,29.52,5
75.027,29.53,0
75.054,29.52,2
75.082,29.53,1
75.109,29.5,1
75.164,29.47,0
75.219,29.43,5
75.274,29.39,1
75.329,29.38,4
75.384,29.33,5
75.411,29.32,8
75.466,29.3,5
75.466,29.31,9
75.466,29.31,5
75.52,29.18,6
75.985,28.85,6
75.985,28.86,2
75.958,28.92,5
75.903,28.94,4
75.903,28.96,4
75.903,28.99,2
75.903,29,0
75.903,29.01,5
75.931,28.95,5
77.126,27.86,4
77.881,27.2,0
78.096,26.97,2
78.123,26.87,7
78.23,26.78,4
78.23,26.7,5
78.338,26.53,3
78.552,26.5,6
78.525,26.53,48
78.472,26.59,97
78.418,26.65,75
78.686,26.52,91
78.766,26.47,475
78.792,26.5,478
78.792,26.56,91
78.899,26.55,81
78.926,26.58,557
78.899,26.62,745
78.952,26.6,627
79.086,26.6,783
79.059,26.6,452
79.059,26.63,357
79.139,26.64,515
